didok,stationsbezeichnung,service,periodevon,periodebis,von1,bis1,von2,bis2,von3,bis3,Mo,Di,Mi,Do,Fr,Sa,So,Oeffnungsdauer,Dauer Mo-Fr,Dauer Sa,Dauer So,Unternehmung,geopos,ID
1118,Renens VD,Eventtickets,,,0001-01-01T08:53:28+00:53,0001-01-01T12:43:28+00:53,0001-01-01T14:03:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,1,1,7.40 Std/Min.,,7.40 Std/Min.,7.40 Std/Min.,CFF,"46.5370287879, 6.57893884264",1908
1120,Lausanne,"Billette, Abonnemente, Freizeitangebote",01.01.2006,,0001-01-01T07:23:28+00:53,0001-01-01T20:53:28+00:53,,,,,,,,,,1,1,13.30 Std/Min.,,13.30 Std/Min.,13.30 Std/Min.,CFF,"46.5167786487, 6.62909314109",1909
1120,Lausanne,DHL / PickPost,01.01.2006,,0001-01-01T09:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,,,,1,1,8.30 Std/Min.,,8.30 Std/Min.,8.30 Std/Min.,CFF,"46.5167786487, 6.62909314109",1910
1120,Lausanne,Geldwechsel,,01.01.2009,0001-01-01T08:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,,10.0 Std/Min.,,10.0 Std/Min.,,CFF,"46.5167786487, 6.62909314109",1911
1120,Lausanne,Geldwechsel,,01.01.2009,0001-01-01T08:53:28+00:53,0001-01-01T21:23:28+00:53,,,,,,,,1,,,,12.30 Std/Min.,12.30 Std/Min.,,,CFF,"46.5167786487, 6.62909314109",1912
1120,Lausanne,Geldwechsel,,01.01.2009,0001-01-01T09:53:28+00:53,0001-01-01T14:13:28+00:53,0001-01-01T15:33:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,1,7.40 Std/Min.,,,7.40 Std/Min.,CFF,"46.5167786487, 6.62909314109",1913
1121,Pully,Eventtickets,,01.01.1931,0001-01-01T09:38:28+00:53,0001-01-01T18:23:28+00:53,,,,,1,1,1,1,1,0,0,8.45 Std/Min.,43.45 Std/Min.,,,CFF,"46.5109189922, 6.65946254087",1914
1121,Pully,Geldwechsel,01.01.2004,01.01.1931,0001-01-01T09:38:28+00:53,0001-01-01T18:23:28+00:53,,,,,1,1,1,1,1,0,0,8.45 Std/Min.,43.45 Std/Min.,,,CFF,"46.5109189922, 6.65946254087",1915
1157,Sentier-Orient,Geldwechsel,01.01.2015,01.01.2012,0001-01-01T06:43:28+00:53,0001-01-01T19:08:28+00:53,,,,,1,1,1,1,1,,,12.25 Std/Min.,62.5 Std/Min.,,,TRAVYS,"46.6057654715, 6.23139574664",1916
1157,Sentier-Orient,Gepäck,01.01.2016,01.01.2014,0001-01-01T08:53:28+00:53,0001-01-01T13:08:28+00:53,,,,,,,,,,,1,4.15 Std/Min.,,,4.15 Std/Min.,TRAVYS,"46.6057654715, 6.23139574664",1917
1157,Sentier-Orient,Gepäck,01.01.2007,01.01.2014,0001-01-01T07:38:28+00:53,0001-01-01T09:08:28+00:53,0001-01-01T09:38:28+00:53,0001-01-01T13:08:28+00:53,13:30,16:15,,,,,,1,,7.45 Std/Min.,,7.45 Std/Min.,,TRAVYS,"46.6057654715, 6.23139574664",1918
1157,Sentier-Orient,Kundendienst,01.01.2016,01.01.2014,0001-01-01T08:53:28+00:53,0001-01-01T13:08:28+00:53,,,,,,,,,,,1,4.15 Std/Min.,,,4.15 Std/Min.,TRAVYS,"46.6057654715, 6.23139574664",1919
1157,Sentier-Orient,Kundendienst,01.01.2013,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T13:08:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T17:38:28+00:53,,,0,0,0,0,0,1,0,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,,TRAVYS,"46.6057654715, 6.23139574664",1920
1157,Sentier-Orient,Velovermietung,01.01.2015,01.01.2012,0001-01-01T06:43:28+00:53,0001-01-01T19:08:28+00:53,,,,,1,1,1,1,1,,,12.25 Std/Min.,62.5 Std/Min.,,,TRAVYS,"46.6057654715, 6.23139574664",1921
1173,Echallens,"Billette, Abonnemente, Freizeitangebote",01.01.2005,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T22:23:28+00:53,,,,,,,,,,,1,13.0 Std/Min.,,,13.0 Std/Min.,LEB,"46.6395002737, 6.6325409066",1922
1200,Vevey,Fundservice,,,0001-01-01T07:38:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,0,0,0,12.15 Std/Min.,61.15 Std/Min.,,,CFF,"46.4629974303, 6.84345000982",1923
1200,Vevey,Geldwechsel,,,0001-01-01T07:38:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,0,0,0,12.15 Std/Min.,61.15 Std/Min.,,,CFF,"46.4629974303, 6.84345000982",1924
1214,EPFL Agence CFF (Renens),Eventtickets,01.01.2003,,0001-01-01T10:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T15:23:28+00:53,0001-01-01T17:23:28+00:53,,,0,0,0,0,1,0,0,6.0 Std/Min.,30.0 Std/Min.,,,CFF,"46.5221954241, 6.56614192874",1925
1226,Genève CGN,"Billette, Abonnemente, Freizeitangebote",01.01.2016,01.01.2020,0001-01-01T10:23:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,0,0,7.30 Std/Min.,37.30 Std/Min.,,,CGN,,1926
1281,Blonay,"Billette, Abonnemente, Freizeitangebote",01.01.2004,01.01.1931,0001-01-01T08:13:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,0,0,10.40 Std/Min.,53.20 Std/Min.,,,MOB,"46.4656900169, 6.89595111008",1927
1300,Montreux,"Billette, Abonnemente, Freizeitangebote",,,0001-01-01T08:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,0,0,0,0,0,0,1,10.0 Std/Min.,50.0 Std/Min.,,10.0 Std/Min.,CFF,"46.4358743527, 6.91043275261",1928
1300,Montreux,Eventtickets,,,0001-01-01T08:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,0,0,0,0,0,0,1,10.0 Std/Min.,50.0 Std/Min.,,10.0 Std/Min.,CFF,"46.4358743527, 6.91043275261",1929
1300,Montreux,Eventtickets,,,0001-01-01T08:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,0,0,0,0,0,1,0,11.0 Std/Min.,55.0 Std/Min.,11.0 Std/Min.,,CFF,"46.4358743527, 6.91043275261",1930
1300,Montreux,Fundservice,,,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,0,0,0,12.0 Std/Min.,60.0 Std/Min.,,,CFF,"46.4358743527, 6.91043275261",1931
1300,Montreux,Gepäck,,,0001-01-01T08:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,0,0,0,0,0,1,1,10.0 Std/Min.,50.0 Std/Min.,10.0 Std/Min.,10.0 Std/Min.,CFF,"46.4358743527, 6.91043275261",1932
1352,Montreux MOB,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,1,1,10.30 Std/Min.,52.30 Std/Min.,10.30 Std/Min.,10.30 Std/Min.,MOB,"46.4362535563, 6.91072831865",1933
1352,Montreux MOB,Geldwechsel,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,1,1,10.30 Std/Min.,52.30 Std/Min.,10.30 Std/Min.,10.30 Std/Min.,MOB,"46.4362535563, 6.91072831865",1934
1352,Montreux MOB,Gruppenreisen,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T17:53:28+00:53,,,1,1,1,1,0,0,0,7.30 Std/Min.,37.30 Std/Min.,,,MOB,"46.4362535563, 6.91072831865",1935
1394,Château-d'Oex,"Billette, Abonnemente, Freizeitangebote",01.01.2019,01.01.1931,0001-01-01T06:53:28+00:53,0001-01-01T20:13:28+00:53,,,,,1,1,1,1,1,,,13.20 Std/Min.,66.40 Std/Min.,,,MOB,"46.4746699982, 7.13141988446",1936
1394,Château-d'Oex,Geldwechsel,01.01.2019,01.01.1931,0001-01-01T06:53:28+00:53,0001-01-01T20:13:28+00:53,,,,,1,1,1,1,1,,,13.20 Std/Min.,66.40 Std/Min.,,,MOB,"46.4746699982, 7.13141988446",1937
1394,Château-d'Oex,Geldwechsel,01.01.2011,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T13:08:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,0,0,0,0,0,0,1,8.15 Std/Min.,41.15 Std/Min.,,8.15 Std/Min.,MOB,"46.4746699982, 7.13141988446",1938
1394,Château-d'Oex,Gepäck,01.01.2019,01.01.1931,0001-01-01T07:28:28+00:53,0001-01-01T20:13:28+00:53,,,,,,,,,,1,1,12.45 Std/Min.,,12.45 Std/Min.,12.45 Std/Min.,MOB,"46.4746699982, 7.13141988446",1939
1394,Château-d'Oex,Gepäck,,01.01.2010,0001-01-01T07:23:28+00:53,0001-01-01T19:43:28+00:53,,,,,1,1,1,1,1,1,1,12.20 Std/Min.,61.40 Std/Min.,12.20 Std/Min.,12.20 Std/Min.,MOB,"46.4746699982, 7.13141988446",1940
1394,Château-d'Oex,Velovermietung,01.01.2019,01.01.1931,0001-01-01T07:28:28+00:53,0001-01-01T20:13:28+00:53,,,,,,,,,,1,1,12.45 Std/Min.,,12.45 Std/Min.,12.45 Std/Min.,MOB,"46.4746699982, 7.13141988446",1941
1394,Château-d'Oex,Western Union KTU,01.01.2019,01.01.1931,0001-01-01T06:53:28+00:53,0001-01-01T20:13:28+00:53,,,,,1,1,1,1,1,,,13.20 Std/Min.,66.40 Std/Min.,,,MOB,"46.4746699982, 7.13141988446",1942
1394,Château-d'Oex,Western Union KTU,01.01.2019,01.01.1931,0001-01-01T07:28:28+00:53,0001-01-01T20:13:28+00:53,,,,,,,,,,1,1,12.45 Std/Min.,,12.45 Std/Min.,12.45 Std/Min.,MOB,"46.4746699982, 7.13141988446",1943
1398,Saanen BE,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T12:13:28+00:53,0001-01-01T13:43:28+00:53,0001-01-01T17:58:28+00:53,,,1,1,1,1,1,1,1,7.5 Std/Min.,35.25 Std/Min.,7.5 Std/Min.,7.5 Std/Min.,MOB,"46.4885751409, 7.26027824102",1944
1398,Saanen BE,Geldwechsel,01.01.2007,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T12:13:28+00:53,0001-01-01T13:43:28+00:53,0001-01-01T17:58:28+00:53,,,1,1,1,1,1,1,1,7.5 Std/Min.,35.25 Std/Min.,7.5 Std/Min.,7.5 Std/Min.,MOB,"46.4885751409, 7.26027824102",1945
1399,Gstaad,"Billette, Abonnemente, Freizeitangebote",01.01.2016,01.01.2012,0001-01-01T07:38:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,1,1,12.15 Std/Min.,61.15 Std/Min.,12.15 Std/Min.,12.15 Std/Min.,MOB,"46.4748024084, 7.28441201978",1946
1399,Gstaad,Gepäck,01.01.2024,01.01.2012,0001-01-01T07:38:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,1,1,12.15 Std/Min.,61.15 Std/Min.,12.15 Std/Min.,12.15 Std/Min.,MOB,"46.4748024084, 7.28441201978",1947
1400,Aigle,Eventtickets,01.01.2020,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,9.0 Std/Min.,,9.0 Std/Min.,,CFF,"46.3168441199, 6.9636800936",1948
1400,Aigle,Fundservice,01.01.2020,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,9.0 Std/Min.,,9.0 Std/Min.,,CFF,"46.3168441199, 6.9636800936",1949
1421,Monthey,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:13:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,7.40 Std/Min.,38.20 Std/Min.,,,CFF,"46.2556458933, 6.9552285472",1950
1448,Champéry,Geldwechsel,01.01.2019,01.01.1931,0001-01-01T09:13:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T15:13:28+00:53,0001-01-01T18:13:28+00:53,,,1,1,1,1,1,1,1,6.10 Std/Min.,30.50 Std/Min.,6.10 Std/Min.,6.10 Std/Min.,TPC,"46.174950304, 6.87150433206",1951
1448,Champéry,Gepäckaufbewahrung,01.01.2007,01.01.2018,0001-01-01T09:13:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T15:13:28+00:53,0001-01-01T18:13:28+00:53,,,1,1,1,1,1,1,0,6.10 Std/Min.,30.50 Std/Min.,6.10 Std/Min.,,TPC,"46.174950304, 6.87150433206",1952
1461,Ollon,"Billette, Abonnemente, Freizeitangebote",01.01.2020,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T11:38:28+00:53,,,,,,,,,,1,,3.15 Std/Min.,,3.15 Std/Min.,,TPC,"46.2968225468, 6.99310828261",1953
1461,Ollon,"Billette, Abonnemente, Freizeitangebote",01.01.2020,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:23:28+00:53,,,1,1,1,1,1,,,8.15 Std/Min.,41.15 Std/Min.,,,TPC,"46.2968225468, 6.99310828261",1954
1463,Monthey-Ville,"Billette, Abonnemente, Freizeitangebote",01.01.2013,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T12:48:28+00:53,0001-01-01T14:18:28+00:53,0001-01-01T16:48:28+00:53,,,1,1,1,1,1,1,1,7.55 Std/Min.,39.35 Std/Min.,7.55 Std/Min.,7.55 Std/Min.,TPC,"46.2540922785, 6.94751344179",1955
1463,Monthey-Ville,Geldwechsel,01.01.2013,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T12:48:28+00:53,0001-01-01T14:18:28+00:53,0001-01-01T16:48:28+00:53,,,1,1,1,1,1,1,1,7.55 Std/Min.,39.35 Std/Min.,7.55 Std/Min.,7.55 Std/Min.,TPC,"46.2540922785, 6.94751344179",1956
1479,Les Diablerets,"Billette, Abonnemente, Freizeitangebote",01.01.2013,01.01.1930,0001-01-01T09:03:28+00:53,0001-01-01T10:23:28+00:53,0001-01-01T10:53:28+00:53,0001-01-01T12:43:28+00:53,14:45,17:15,1,1,1,1,1,1,1,5.40 Std/Min.,28.20 Std/Min.,5.40 Std/Min.,5.40 Std/Min.,TPC,"46.3511579623, 7.15502420208",1957
1479,Les Diablerets,"Billette, Abonnemente, Freizeitangebote",01.01.2013,01.01.1930,0001-01-01T17:23:28+00:53,0001-01-01T18:03:28+00:53,,,,,1,1,1,1,1,,,0.40 Std/Min.,3.20 Std/Min.,,,TPC,"46.3511579623, 7.15502420208",1958
1479,Les Diablerets,Fundservice,01.01.2013,01.01.1930,0001-01-01T08:53:28+00:53,0001-01-01T11:03:28+00:53,0001-01-01T11:23:28+00:53,0001-01-01T12:43:28+00:53,13:30,15:50,,,,,,1,1,5.50 Std/Min.,,5.50 Std/Min.,5.50 Std/Min.,TPC,"46.3511579623, 7.15502420208",1959
1482,Leysin-Feydey,"Billette, Abonnemente, Freizeitangebote",01.01.2023,01.01.2012,0001-01-01T07:53:28+00:53,0001-01-01T09:53:28+00:53,0001-01-01T10:33:28+00:53,0001-01-01T12:53:28+00:53,13:45,16:50,1,1,1,1,1,,,7.25 Std/Min.,37.5 Std/Min.,,,TPC,"46.3444423351, 7.00836910886",1960
1482,Leysin-Feydey,"Billette, Abonnemente, Freizeitangebote",01.01.2013,,0001-01-01T09:43:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:38:28+00:53,0001-01-01T17:43:28+00:53,,,0,0,0,0,0,1,1,7.15 Std/Min.,36.15 Std/Min.,7.15 Std/Min.,7.15 Std/Min.,TPC,"46.3444423351, 7.00836910886",1961
1495,Villars-sur-Ollon,Geldwechsel,01.01.2019,01.01.1931,0001-01-01T06:13:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,1,1,13.10 Std/Min.,65.50 Std/Min.,13.10 Std/Min.,13.10 Std/Min.,TPC,"46.2962535067, 7.05623802224",1962
1500,Martigny,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,,10.15 Std/Min.,,10.15 Std/Min.,,CFF,"46.1058273015, 7.07912247583",1963
1500,Martigny,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:38:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,1,7.45 Std/Min.,,,7.45 Std/Min.,CFF,"46.1058273015, 7.07912247583",1964
1500,Martigny,Western Union,01.01.2012,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:38:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,1,7.45 Std/Min.,,,7.45 Std/Min.,CFF,"46.1058273015, 7.07912247583",1965
1506,Sion,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,CFF,"46.2275453615, 7.35919185191",1966
1506,Sion,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:38:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,1,7.45 Std/Min.,,,7.45 Std/Min.,CFF,"46.2275453615, 7.35919185191",1967
1506,Sion,Fundservice,01.01.2012,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:38:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,1,7.45 Std/Min.,,,7.45 Std/Min.,CFF,"46.2275453615, 7.35919185191",1968
1506,Sion,Geldwechsel,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,CFF,"46.2275453615, 7.35919185191",1969
1506,Sion,Gepäck,01.01.2012,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:38:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,1,7.45 Std/Min.,,,7.45 Std/Min.,CFF,"46.2275453615, 7.35919185191",1970
1509,Sierre/Siders,Eventtickets,01.01.2012,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:53:28+00:53,,,0,0,0,0,0,0,1,8.0 Std/Min.,40.0 Std/Min.,,8.0 Std/Min.,CFF,"46.2921149792, 7.53283036255",1971
1509,Sierre/Siders,Geldwechsel,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,CFF,"46.2921149792, 7.53283036255",1972
1509,Sierre/Siders,Gepäck,01.01.2012,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:53:28+00:53,,,0,0,0,0,0,0,1,8.0 Std/Min.,40.0 Std/Min.,,8.0 Std/Min.,CFF,"46.2921149792, 7.53283036255",1973
1509,Sierre/Siders,Western Union,01.01.2012,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T18:23:28+00:53,,,,,,,,,,1,,9.30 Std/Min.,,9.30 Std/Min.,,CFF,"46.2921149792, 7.53283036255",1974
1561,Vernayaz MC,"Billette, Abonnemente, Freizeitangebote",01.01.2017,01.01.1931,0001-01-01T07:33:28+00:53,0001-01-01T12:03:28+00:53,0001-01-01T13:18:28+00:53,0001-01-01T17:43:28+00:53,,,0,0,0,0,1,0,0,8.55 Std/Min.,44.35 Std/Min.,,,TMR,"46.1301269722, 7.04493371044",1975
1561,Vernayaz MC,"Billette, Abonnemente, Freizeitangebote",01.01.2017,01.01.1931,0001-01-01T08:33:28+00:53,0001-01-01T12:03:28+00:53,0001-01-01T13:18:28+00:53,0001-01-01T17:43:28+00:53,,,0,0,0,0,0,1,1,7.55 Std/Min.,39.35 Std/Min.,7.55 Std/Min.,7.55 Std/Min.,TMR,"46.1301269722, 7.04493371044",1976
1561,Vernayaz MC,Gepäck,01.01.2022,01.01.2016,0001-01-01T07:33:28+00:53,0001-01-01T11:53:28+00:53,0001-01-01T13:08:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,1,,,9.5 Std/Min.,9.5 Std/Min.,,,TMR,"46.1301269722, 7.04493371044",1977
1576,Sembrancher,"Billette, Abonnemente, Freizeitangebote",01.01.2022,01.01.1931,0001-01-01T06:13:28+00:53,0001-01-01T00:53:28+00:53,,,,,1,1,1,1,1,1,1,,,,,TMR,"46.0771013189, 7.14629384096",1978
1576,Sembrancher,Gepäck,01.01.2022,01.01.1931,0001-01-01T06:13:28+00:53,0001-01-01T00:53:28+00:53,,,,,1,1,1,1,1,1,1,,,,,TMR,"46.0771013189, 7.14629384096",1979
1579,Le Châble,Gepäck,,01.01.2016,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T19:13:28+00:53,,,1,1,1,1,1,1,1,9.20 Std/Min.,46.40 Std/Min.,9.20 Std/Min.,9.20 Std/Min.,TMR,"46.0787435892, 7.21503927316",1980
1590,Sierre/Siders SMC,"Billette, Abonnemente, Freizeitangebote",01.01.2015,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T13:08:28+00:53,0001-01-01T15:23:28+00:53,0001-01-01T19:08:28+00:53,,,1,1,1,1,1,1,0,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,,SMC,"46.2927830244, 7.52991168125",1981
1605,Visp,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"46.2940248591, 7.88145816487",1982
1605,Visp,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,1,8.30 Std/Min.,,,8.30 Std/Min.,SBB,"46.2940248591, 7.88145816487",1983
1605,Visp,Eventtickets,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,,11.0 Std/Min.,,11.0 Std/Min.,,SBB,"46.2940248591, 7.88145816487",1984
1605,Visp,Fundservice,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,,11.0 Std/Min.,,11.0 Std/Min.,,SBB,"46.2940248591, 7.88145816487",1985
1605,Visp,Geldwechsel,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"46.2940248591, 7.88145816487",1986
1605,Visp,Geldwechsel,01.01.2012,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,1,8.30 Std/Min.,,,8.30 Std/Min.,SBB,"46.2940248591, 7.88145816487",1987
1605,Visp,Western Union,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"46.2940248591, 7.88145816487",1988
1609,Brig,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"46.3194210071, 7.98809158467",1989
1609,Brig,Check-in am Bahnhof,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:23:28+00:53,,,,,,,,,,1,,10.30 Std/Min.,,10.30 Std/Min.,,SBB,"46.3194210071, 7.98809158467",1990
1609,Brig,Check-in am Bahnhof,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,,,11.0 Std/Min.,55.0 Std/Min.,,,SBB,"46.3194210071, 7.98809158467",1991
1609,Brig,Eventtickets,01.01.2012,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,11.0 Std/Min.,55.0 Std/Min.,,,SBB,"46.3194210071, 7.98809158467",1992
1609,Brig,Geldwechsel,01.01.2012,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,1,8.30 Std/Min.,,,8.30 Std/Min.,SBB,"46.3194210071, 7.98809158467",1993
1609,Brig,Velovermietung,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,,11.0 Std/Min.,,11.0 Std/Min.,,SBB,"46.3194210071, 7.98809158467",1994
1609,Brig,Western Union,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:23:28+00:53,,,,,,,,,,1,,10.30 Std/Min.,,10.30 Std/Min.,,SBB,"46.3194210071, 7.98809158467",1995
1620,Brig Contact Center SBB,Halbtax-Service-Center,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T20:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,,1996
1620,Brig Contact Center SBB,sbb.ch,,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T12:53:28+00:53,,,,,0,0,0,0,0,1,0,3.0 Std/Min.,15.0 Std/Min.,3.0 Std/Min.,,SBB,,1997
1620,Brig Contact Center SBB,sbb.ch,,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,0,0,9.0 Std/Min.,45.0 Std/Min.,,,SBB,,1998
1620,Brig Contact Center SBB,sbb.ch,,01.01.1931,0001-01-01T14:23:28+00:53,0001-01-01T17:23:28+00:53,,,,,0,0,0,0,0,0,1,3.0 Std/Min.,15.0 Std/Min.,,3.0 Std/Min.,SBB,,1999
1656,Leukerbad,Gepäckaufbewahrung,01.01.2019,01.01.1931,0001-01-01T09:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,1,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,8.0 Std/Min.,LLB,"46.3797876392, 7.62640947824",2000
3204,Horgen,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T13:23:28+00:53,0001-01-01T14:08:28+00:53,0001-01-01T17:38:28+00:53,,,,,,,,1,,8.15 Std/Min.,,8.15 Std/Min.,,SBB,"47.2614824887, 8.59690458831",2001
