didok,stationsbezeichnung,parkrail_anzahl,parkrail_preis_tag,parkrail_preis_monat,parkrail_preis_jahr,parkrail_pflichtig_zeit1,parkrail_pflichtig_zeit2,parkrail_pflichtig_zeit3,parkrail_bemerkung,railtaxitext,railtaxiinfo,mietvelo_bezeichnung,mietvelo_anzahl,mietvelo_bemerkung,veloparking_status_d,veloparking_bemerkung_d,veloparking_abschliessbar,veloparking_abschliessbar_text,carsharing standort_bezeichnung,geopos
5219,Lamone-Cadempino,39,8,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-19:00",Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.0397205271, 8.93212223946"
5306,Balerna,151,8,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Monats-und Jahreskarten nur in Chiasso und Mendrisio erhältlich (nur Erneuerungen), Online-Ticket erhältlich (Tageskarten)",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"45.846756939, 9.00503477094"
5216,Rivera-Bironico,16,6,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.1239793633, 8.92528147891"
5302,Melide,54,6,50,500,,,,Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"45.9557228958, 8.9483527013"
3424,Schaffhausen,80,15,160,1920,,,,"Die Parkplätze befinden sich im Parkhaus Bleiche-Areal beim Hotel ArconaLiving.
Für den ermässigten Tagestarif bitte das Parkticket am Schalter im Bahnhof Schaffhausen entwerten.
Monats- und Jahreskarten sind bei der Herrenacker Parkhaus AG erhältlich (Tel 052 624 03 03).
Ein- und Ausfahrt erfolgt ab der Mühlentalstrasse.
2 Ladestationen für Elektro-Autos vorhanden.
Mehr Informationen erhalten Sie am Billettschalter. Beim Bezug eines Parkabonnements bei der Herrenacker Parkhaus AG bringen Sie bitte Ihr gültiges Bahnabonnement oder, falls Sie einen SwissPass besitzen, einen Ausdruck aus Ihrem SwissPass-Konto vorbei.",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: Neuhausen, Feuerthalen, Fluringen, Herblingen.<br>RailTaxi-Partner: Taxi-Kurier 2000 GmbH",Countrybike,21,Ausgabe/Rücknahme der Velos in örtlicher Velostation,Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/staedte/schaffhausen.htm,Schaffhausen Bahnhof,"47.6982814692, 8.6327284859"
3504,Baden,40,16,160,1600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Monats- und Jahreskarten nur vor Ort erhältlich. Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: in Nähe Perron 1, bei Treffpunkt
Zugehörige Agglomerationsstandorte: Ennetbaden, Gebenstorf, Killwangen, Neuenhof, Nussbaumen, Spreitenbach, Wettingen, Würenlos
Partner: Badener Taxi AG, Wettingen",,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Baden Bahnhof,"47.476420225, 8.3076927631"
3400,Bülach,184,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/staedte/buelach.htm,Bülach Bahnhof,"47.5239413008, 8.53618858988"
3529,Würenlos,18,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Würenlos Bahnhof,"47.4457585301, 8.35764331882"
3340,Opfikon,55,8,70,700,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,0,,Opfikon Bahnhof / Giebeleichstrasse,"47.4299514492, 8.56176987445"
3508,Dietikon,156,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","weitere PP in Dietikon TOM: Mo-So 07.00 - 19.00,",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Dietikon Bahnhof,"47.405777802, 8.40496908474"
3312,Oberglatt,143,10,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Verkauf nur vor Ort,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Oberglatt Bahnhof,"47.4702034518, 8.51060488949"
3403,Hüntwangen-Wil,114,7,70,700,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5812668467, 8.51282074899"
3318,Niederweningen Dorf,30,5,50,500,.,,,Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5059060903, 8.38104986019"
3414,Mellikon,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5684839744, 8.35249723256"
3000,Zürich HB,,,,,,,,,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Bei Gleis 18, vis à vis Polizei, Nähe Taxi Standplätze<br/>Einsatzgebiet: Zürich (ganzes Stadtgebiet), Zürich-Flughafen, Glattbrugg, Kloten<br/>Partner: Taxi 444 AG, Zürich",Mountainbike,6,.,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/de/velostationen/zuerich-2/,Zürich Altstetten Bahnhof,"47.3781765756, 8.54019221036"
3000,Zürich HB,,,,,,,,,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Bei Gleis 18, vis à vis Polizei, Nähe Taxi Standplätze<br/>Einsatzgebiet: Zürich (ganzes Stadtgebiet), Zürich-Flughafen, Glattbrugg, Kloten<br/>Partner: Taxi 444 AG, Zürich",Countrybike,12,.,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/de/velostationen/zuerich-2/,Zürich Hauptbahnhof,"47.3781765756, 8.54019221036"
3000,Zürich HB,,,,,,,,,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Bei Gleis 18, vis à vis Polizei, Nähe Taxi Standplätze<br/>Einsatzgebiet: Zürich (ganzes Stadtgebiet), Zürich-Flughafen, Glattbrugg, Kloten<br/>Partner: Taxi 444 AG, Zürich",Comfortbike,2,.,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/de/velostationen/zuerich-2/,Zürich Hauptbahnhof,"47.3781765756, 8.54019221036"
3000,Zürich HB,,,,,,,,,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Bei Gleis 18, vis à vis Polizei, Nähe Taxi Standplätze<br/>Einsatzgebiet: Zürich (ganzes Stadtgebiet), Zürich-Flughafen, Glattbrugg, Kloten<br/>Partner: Taxi 444 AG, Zürich",Mountainbike,6,.,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/de/velostationen/zuerich-2/,Zürich Zollstrasse,"47.3781765756, 8.54019221036"
3000,Zürich HB,,,,,,,,,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Bei Gleis 18, vis à vis Polizei, Nähe Taxi Standplätze<br/>Einsatzgebiet: Zürich (ganzes Stadtgebiet), Zürich-Flughafen, Glattbrugg, Kloten<br/>Partner: Taxi 444 AG, Zürich",Kindervelo,1,.,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/de/velostationen/zuerich-2/,Zürich Zollstrasse,"47.3781765756, 8.54019221036"
2209,Oberrieden Dorf,16,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Oberrieden Dorf Bahnhof,"47.2767239721, 8.57763334225"
2222,Bonstetten-Wettswil,107,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 06:00-20:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-17:00",,Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Bonstetten Bahnhof Bonstetten-Wettswil,"47.3258957392, 8.46817514105"
2221,Birmensdorf ZH,31,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Birmensdorf (ZH) Bahnhof,"47.3574317945, 8.4375437434"
2220,Urdorf,35,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3908815923, 8.43471362358"
2208,Horgen Oberdorf,29,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.2587470381, 8.58980260632"
4200,Yverdon-les-Bains,240,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Verkauf von Monats-/Jahreskarten nur an Inhaber eines GA oder Jahresstreckenabos (nur vor Ort). Warteliste ca 1 Jahr. Kein Jahres- oder Monatsabo für die Einwohner von Yverdon. Keine Tageswahlkarte. Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,Gepäckschalter,Yverdon Gare,"46.781876671, 6.64114576153"
4314,La Chaux-de-Fonds,46,7,70,700,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Verkauf nur vor Ort, spefizische Voraussetzungen",,,,,Selbstbedienungs-Station,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,La Chaux-de-Fonds Gare,"47.0986436492, 6.82601877705"
4225,"Landeron, Le",30,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Spezifische Bedingungen für den Verkauf von Abonnements, die am Bahnhof Neuchâtel zu fragen sind. Online-Ticket erhältlich.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Le Landeron Gare,"47.056626064, 7.06632947231"
4316,"Locle, Le",52,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,Le Locle Gare,"47.0578541411, 6.74615360469"
4220,Neuchâtel-Serrières,22,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.9839549788, 6.90335823773"
4201,Grandson,9,5,50,500,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.8062699548, 6.6419368926"
4308,Cormoret,4,0,0,0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.1729358067, 7.05412061848"
4222,St-Blaise CFF,14,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.0145655009, 6.98210841908"
4224,Cressier NE,13,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.0519392278, 7.0395268329"
4235,Montmollin-Montezillon,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.9913737523, 6.84283726495"
3128,Dübendorf,79,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Information zur Nachtparkgebührenpflicht erhalten Sie am POS, Online-Ticket erhältlich. Wegen Bauarbeiten steht nur eine reduzierte Anzahl Parkplätze zur Verfügung. Bitte auf andere P+Rail-Anlagen ausweichen. Vielen Dank für Ihr Verständnis.",,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.duebendorf.ch/de/services/dienstleistungen/?dienst_id=11308,Dübendorf Bahnhof,"47.4000750283, 8.62340719058"
3126,Nänikon-Greifensee,48,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,,,,,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,"Miete Fr. 70.- /Jahr, Depot Fr. 20.-",Nänikon Bahnhof Nänikon-Greifensee,"47.3693584945, 8.68639971514"
3110,Rapperswil,180,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Rapperswil-Jona Bahnhof Rapperswil,"47.2248877672, 8.81673057998"
3118,Benken,8,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.2044563538, 9.00863107374"
3124,Aathal,32,6,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3359563788, 8.76561022548"
3104,Meilen,28,8,80,800,,,,Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Meilen Bahnhof / Stelzenstrasse,"47.2698122, 8.64429304135"
3104,Meilen,28,8,80,800,,,,Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Meilen Bahnhof,"47.2698122, 8.64429304135"
3113,Blumenau,7,0,0,0,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.2236693254, 8.84238332851"
3015,Zürich Wipkingen,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Zürich Wipkingen Bahnhof,"47.3930313233, 8.52935905447"
3111,Winkel am Zürichsee,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.29720073, 8.59897547971"
3306,Dietlikon,299,8,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","gültig für PP am Bhf (60) und Schwimmbad Faisswiesen (240) / Bezug am SBB-Schalter u. Gemeindehaus, Online-Ticket erhältlich.",,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gemeinde Dietlikon Tel 044 835 82 82,Dietlikon Bahnhof,"47.4201947418, 8.61925589067"
3308,Kloten,48,8,70,700,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Kloten Bahnhof,"47.4486070251, 8.58379121249"
3201,Rüschlikon,27,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","weitere PP in P&R Gde.: weitere PP in Rüschlikon TOM: 07.00 - 20.00, Sa 07.00 - 17.00, Online-Ticket erhältlich.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Rüschlikon Bahnhof,"47.3071323847, 8.55515146936"
3305,Effretikon,58,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Wegen Bauarbeiten, reduzierte Anzahl Parkplätze bis März 2016.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Effretikon Bahnhof,"47.4258103324, 8.68666226267"
3129,Wallisellen,67,8,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Wallisellen Bahnhof,"47.4127169827, 8.59191127027"
3203,Oberrieden,24,8,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Oberrieden Bahnhof,"47.2796754088, 8.57844974795"
3226,Nieder- und Oberurnen,16,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.122362606, 9.0623744371"
3211,Altendorf,12,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.193966384, 8.82288898291"
3300,Kempten,36,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3320368667, 8.80470571863"
3224,Bilten,21,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 06:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 06:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 06:00-19:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1521909901, 9.02990001736"
4011,Grandvaux,42,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.4969419201, 6.72264722367"
4102,Schmitten,59,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Schmitten Bahnhof,"46.8629310913, 7.25391537412"
4132,Estavayer-le-Lac,17,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.8444961926, 6.84295890069"
4113,Wünnewil,5,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.8718587481, 7.28064281004"
4115,Thörishaus Dorf,8,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.8935602222, 7.35185775872"
4135,Corcelles-Sud,5,4,40,400,,,,Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.8288436102, 6.9571860007"
4030,Villars-sur-Glâne,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.7898250195, 7.11638853683"
4144,Yverdon-Champ Pittet,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.7821397658, 6.66231740717"
4022,Siviriez,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.6563151488, 6.88380178135"
4140,Muntelier-Löwenberg,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.9379712009, 7.1332527806"
6017,Wiesendangen,35,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Wiesendangen Bahnhof,"47.5255401974, 8.77601496118"
6015,Räterschen,28,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4986756956, 8.79499713285"
6023,Ossingen,31,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.6146106042, 8.72409330368"
6019,Islikon,35,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5478354373, 8.84618065529"
1609,Brig,55,8,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Angaben für Anlage Süd / Anlage Nord mit 69 PP, Preise 4.-/Tag 40.-/Monat Online-Ticket erhältlich.",Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: neben Haupteingang
Zugehörige Agglomerationsstandorte: Brig, Glis
Partner: Taxi Aletsch, Brig-Glis",Elektrovelo,4,Selbstbedienungs-Station,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Gepäckschalter,Brig Bahnhof,"46.3194210071, 7.98809158467"
1609,Brig,55,8,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Angaben für Anlage Süd / Anlage Nord mit 69 PP, Preise 4.-/Tag 40.-/Monat Online-Ticket erhältlich.",Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: neben Haupteingang
Zugehörige Agglomerationsstandorte: Brig, Glis
Partner: Taxi Aletsch, Brig-Glis",Countrybike,6,Selbstbedienungs-Station,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Gepäckschalter,Brig Bahnhof,"46.3194210071, 7.98809158467"
2007,Sursee,350,8,75,750,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Parkplätze der Stadt Sursee / Tageskarten am Parkomat, Karten für 4 bis 9 Tage möglich (Anzahl Tag mal CHF 8.-), Monats-/Jahreskarten nur vor Ort am SBB-Schalter erhältlich / Neu: zusätzliche Anlage SBB mit 50 Parkplätzen: Preise/Bedingungen analog P+Rail der Stadt.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Sursee Bahnhof,"47.1707889132, 8.09787795205"
